id,stats_inc_id,team_id,playerstats_id,first,last,num,pos,import_status,height,weight,birthdate,birthplace,college,yrsteam,yrsleague,ros_status,created_at
403,,30,0,AAAA,AAAA,91,21,0,6.00,233,1982-07-07,,,0,0,4,
405,,30,,AAAAAAA,AAAAAAAAAAA,38,2,0,5.10,198,1987-11-22,,,1,1,4,
407,135856,11,81859,Jason,French,15,4,0,6.01,200,1978-04-07,"Montreal, QC","Murray State",8,8,3,"2008-04-18 11:42:18"
409,25915,10,81861,Pat,Woodcock,5,4,0,5.09,180,1977-04-27,"Ottawa, ON",Syracuse,1,8,3,"2008-04-18 11:42:18"
411,,10,81863,Fabian,Burke,43,11,0,,0,,,Toledo,0,0,4,"2008-04-18 11:42:18"
413,286463,10,81864,Duncan,O'Mahony,2,17,0,5.10,183,1976-06-29,"Kilkenny, Ireland",UBC,2,8,4,"2008-04-18 11:42:18"
415,454328,10,143299,Michael,Giffin,21,2,0,6.00,235,1984-01-24,"Kingston, ON",Queen's,3,3,,
417,109749,10,81868,Phil,Gibson,93,21,0,6.02,285,1978-11-30,"Burlington, ON",Toledo,1,4,4,"2008-04-18 11:42:18"
419,,11,81871,Glen,Carson,61,7,0,6.04,293,1978-08-19,"Melfort, SK","Saskatoon Hilltops",1,7,3,"2008-04-18 11:42:18"
421,,10,81874,Scott,Robinson,81,4,0,6.02,215,1978-08-08,"Maple Ridge, BC","Simon Fraser",2,6,4,"2008-04-18 11:42:18"
423,110743,,81876,Kevin,Eiben,35,13,0,6.01,216,1979-09-28,"Delta, BC",Bucknell,1,12,3,
425,,10,,Stefan,Rodgers,62,9,1,6.05,317,1981-11-03,"Little Rock, AR",Lambuth,1,1,3,
427,546450,7,158145,Cory,Greenwood,27,13,0,6.02,237,1985-06-05,"Kingston, ON",Concordia,2,2,3,
429,386064,10,135462,Brad,Smith,86,5,0,6.00,199,1983-10-02,"Hudson, QC",Queen's,2,4,9,
431,286793,10,81894,Jocelyn,Frenette,59,20,0,6.03,300,1976-01-11,"Montreal, QC",Ottawa,10,10,3,
433,,10,82116,William,Fields,2,10,1,5.08,175,1978-06-21,"McKeesport, PA",Houston,2,6,4,"2008-04-18 11:42:18"
435,,10,83690,James,Whitley,18,10,1,5'11,192,1979-05-13,"Decatur, Illinois",Michigan,2,3,4,"2008-04-18 11:42:18"
437,291951,10,84442,Tony,Simmons,88,4,1,6.01,212,1974-12-08,"Chicago, IL",Wisconsin,3,3,4,"2008-04-18 11:42:18"
439,286527,11,85266,Chuck,Winters,32,11,1,5.11,198,1974-02-07,"Detroit, MI",Michigan,6,6,3,"2008-04-18 11:42:18"
441,,10,85531,Bashir,Yamini,87,4,0,,0,,,Iowa,0,0,4,"2008-04-18 11:42:18"
443,25278,10,85690,Anthony,Malbrough,20,11,1,5.09,180,1976-12-09,"Beaumont, TX","Texas Tech",2,9,3,
445,,10,85743,Elvis,Joseph,32,2,0,,0,,,Southern,0,0,4,"2008-04-18 11:42:18"
447,,10,86817,Darrel,Crutchfield,26,10,1,6.00,177,1979-02-26,"San Diego, CA",Clemson,2,5,4,"2008-04-18 11:42:18"
449,,10,86925,Vinny,Sutherland,25,4,0,,0,,,Purdue,0,0,4,"2008-04-18 11:42:18"
451,25796,10,86962,Ken-Yon,Rambo,16,4,1,6.01,200,1978-10-04,"Long Beach, CA","Ohio State",1,8,,
453,24522,11,87018,Chris,Brazzell,84,4,1,6.02,199,1976-05-22,"Fort Worth, TX","Angelo State",3,7,3,"2008-04-18 11:42:18"
455,24515,11,87026,Jason,Tucker,83,4,1,6.02,180,1976-06-24,"San Francisco, CA","Texas Christian",7,7,3,"2008-04-18 11:42:18"
457,24813,10,87742,Rahim,Abdullah,53,14,1,6.05,277,1976-03-22,"Jacksonville Beach, FL",Clemson,4,6,4,"2008-04-18 11:42:18"
459,113884,10,88447,Rocky,Butler,19,1,1,6.00,204,1979-08-07,"Allentown, PA",Hofstra,1,6,4,"2008-04-18 11:42:18"
461,123140,10,88931,Dwayne,Taylor,14,13,1,6.00,215,1979-11-06,"Oakland, CA","New Mexico State",4,7,3,"2008-04-18 11:42:18"
463,,10,88946,Karsten,Bailey,85,4,1,6.00,205,1977-04-26,"Newnan, Georgia",Auburn,2,2,4,"2008-04-18 11:42:18"
465,,10,89546,Ka'Ron,Coleman,34,2,1,5.08,200,1978-05-22,,"Stephen F. Austin State",2,2,4,"2008-04-18 11:42:18"
467,108102,10,89553,Jerome,Haywood,99,15,1,5.08,285,1978-06-07,"Los Angeles, CA","San Diego State",1,8,3,
469,,10,89566,Bo,Rogers,2,11,1,5.09,185,1978-07-12,"Chicago, IL","Western Michigan",3,3,4,"2008-04-18 11:42:18"
471,,10,90249,Travis,Ortega,10,13,1,6.02,218,1977-05-11,"San Antonio, TX",Rice,4,4,4,"2008-04-18 11:42:18"
473,,10,90858,Jason,Congdon,50,13,0,,0,,,"Western Ontario",0,0,4,"2008-04-18 11:42:18"
475,286514,10,91192,Tony,Miles,2,4,1,5.09,171,1978-05-16,"Mart, TX","Northwest Missouri State",2,7,3,"2008-04-18 11:42:18"
477,,10,91408,Frank,Cutolo,86,4,0,,0,,,"Eastern Illinois",0,0,4,"2008-04-18 11:42:18"
479,286474,11,91691,Mike,Bradley,22,2,0,5.08,205,1978-09-16,"Haliburton, ON",Waterloo,6,6,3,"2008-04-18 11:42:18"
481,123092,10,92118,Charles,Thomas,65,9,1,6.05,315,1978-12-26,"Nashville, TN","Troy State",1,5,,"2008-04-18 11:42:18"
483,,10,92193,Ron,Ockimey,15,12,1,6.02,215,1978-03-09,"Philadelphia, PA","San Jose State",2,4,4,"2008-04-18 11:42:18"
485,286453,11,92334,Chris,Cvetkovic,50,20,0,6.02,241,1977-06-28,"Hamilton, ON",Concordia,11,12,3,
487,,10,92381,Tony,White,36,13,0,,0,,,UCLA,0,0,4,"2008-04-18 11:42:18"
489,,10,92457,Antwone,Young,94,14,0,,0,,,"San Diego State",0,0,4,"2008-04-18 11:42:18"
491,,10,92492,Reggie,Hargrove,90,15,1,6.04,280,1974-08-28,"Durham, NC",Louisville,1,1,4,"2008-04-18 11:42:18"
493,,10,92590,Elgin,Hicks,81,4,0,,0,,,"South Florida",0,0,4,"2008-04-18 11:42:18"
495,174941,10,92724,Cornelius,Anthony,48,14,1,6.02,230,1978-07-03,"Natichitoches, LA","Texas A&M",1,4,3,"2008-04-18 11:42:18"
497,,10,0,Jon,Krahenbil,14,11,0,6.00,187,,"Fort Qu'Appelle, SK",Saskatchewan,1,1,3,
499,,10,92767,Lal,Knight,83,4,0,,0,,,UCLA,0,0,4,"2008-04-18 11:42:18"
501,286564,,92896,Burke,Dales,30,17,0,6.03,225,1977-02-16,"Collingwood, ON",Concordia,1,9,,
503,286768,10,93182,Josh,Ranek,25,2,1,5.08,205,1978-05-11,"Tyndall, SD","South Dakota State",1,6,4,"2008-04-18 11:42:18"
505,123557,11,93394,Patrick,Dorvelus,4,13,0,5.11,205,1977-06-28,"Montr?al, QC",Hofstra,7,7,3,"2008-04-18 11:42:18"
507,286533,10,93396,Aaron,Fiacconi,51,6,0,6.03,319,1979-11-12,"Sault Ste. Marie, ON",Mansfield,5,10,3,
509,330641,10,158246,Maxwell,Lerner,24,11,1,5.11,192,1987-09-08,"Birmingham, AL",Furman,1,1,,
511,,10,93399,Jon,Landon,62,7,0,6.03,285,1979-07-25,"Kingston, ON",Queens,1,4,4,"2008-04-18 11:42:18"
513,131910,10,93402,Pat,Fleming,38,17,0,6.02,190,1979-06-30,"Ottawa, ON","Bowling Green",1,5,4,"2008-04-18 11:42:18"
515,334878,10,157980,Morrice,Richardson,94,14,1,6.02,255,1988-01-27,"College Park, GA","Notre Dame",1,1,3,
517,166545,10,93410,Mike,Vilimek,35,3,0,6.04,240,1979-01-05,"North Vancouver, C-B/BC","Simon Fraser",4,7,3,"2008-04-18 11:42:18"
519,,10,93411,Corey,Annett,53,6,0,6.03,308,1979-07-02,"Fort Erie, ON","Eastern Michigan",5,3,4,"2008-04-18 11:42:18"
521,,10,93420,Chuck,Walsh,90,15,0,6.03,264,1978-02-09,,Waterloo,0,0,4,"2008-04-18 11:42:18"
523,286562,11,93422,Scott,Coe,24,13,0,6.03,230,1980-03-16,"Winnipeg, MB",Manitoba,2,8,3,"2008-04-18 11:42:18"
525,,11,93432,Darnell,Edwards,11,10,0,6.03,200,1979-11-12,"Montreal, QC",Manitoba,5,5,3,"2008-04-18 11:42:18"
527,290177,10,93438,Deitan,Dubuc,89,5,0,6.04,250,1977-02-04,"Fabreville, QC",Michigan,3,3,4,"2008-04-18 11:42:18"
529,243600,10,96327,Mike,Landry,94,21,1,6.03,266,1978-12-12,"Baton Rouge, LA",Southern,1,2,6,
531,404624,10,158284,Jason,Thomas,66,9,1,6.03,295,1989-09-12,"North Little Rock, AR","Arkansas Pine Bluff",1,1,3,
533,286450,10,93447,Jason,Clermont,82,5,0,6.02,227,1978-05-24,"Regina, SK",Regina,3,10,3,
535,,10,0,Grant,MacDonald,90,21,0,6.03,285,1987-06-04,"London, ON",Guelph,1,1,3,
537,,10,93482,Dan,Gyetvai,62,7,0,6.06,283,1978-08-03,"Windsor, ON",Windsor,5,5,4,"2008-04-18 11:42:18"
539,150596,10,93530,Santino,Hall,37,11,1,6.00,195,1981-12-02,"West Palm Beach, FL","Texas Southern",1,3,4,"2008-04-18 11:42:18"
541,128970,11,94140,Casey,Printers,1,1,1,6.02,225,1981-05-16,"DeSoto, TX","Florida A&M",5,7,3,
543,124177,10,95722,D.J.,Flick,3,4,1,5.09,190,1980-04-27,"Montgomery, PA","Slippery Rock",2,7,3,"2008-04-18 11:42:18"
545,,10,95959,Reggie,Nelson,64,1,0,,0,,,"McNeese State",0,0,4,"2008-04-18 11:42:18"
547,,10,95996,Joe,Johnson,60,1,0,,0,,,"Central Missouri State",0,0,4,"2008-04-18 11:42:18"
549,,10,96336,George,McCullough,29,11,0,,0,,,Baylor,0,0,4,"2008-04-18 11:42:18"
551,,10,96397,Aaron,Lockett,84,4,1,5.07,163,1978-09-06,"Tulsa, Oklahoma","Kansas State",3,3,4,"2008-04-18 11:42:18"
553,,10,96807,Scott,Covington,14,1,0,,0,,,Miami,0,0,4,"2008-04-18 11:42:18"
555,94868,10,96820,Elijah,Thurmon,84,5,1,6.04,205,1978-08-02,"Heidelberg, GER",Howard,2,5,3,"2008-04-18 11:42:18"
557,,10,96860,Jonas,Lewis,32,2,0,,0,,,"San Diego State",0,0,4,"2008-04-18 11:42:18"
559,118137,10,96959,Sam,Young,9,10,1,5.11,185,1978-08-01,"Chicago, Illinois","Illinois State",1,4,4,"2008-04-18 11:42:18"
561,105977,10,97162,Jermese,Jones,53,8,1,6.06,335,1978-12-11,"Durham, NC",Virginia,1,6,4,"2008-04-18 11:42:18"
563,,11,97229,Robert,Baker,88,4,1,6.00,205,1976-03-14,"Gainesville, FL",Auburn,1,3,3,"2008-04-18 11:42:18"
565,,10,97373,Ell,Roberson,11,4,1,6.00,219,1980-08-13,"Baytown, TX","Kansas State",3,3,4,"2008-04-18 11:42:18"
567,,11,97445,Kwame,Cavil,82,4,1,6.02,203,1979-05-03,"Waco, TX",Texas,2,6,3,"2008-04-18 11:42:18"
569,,10,98236,Dondre,Gilliam,84,4,1,6.00,180,1977-02-09,"Baltimore, MD","Millersville U. Of Pennsylvani",2,2,4,"2008-04-18 11:42:18"
571,286995,4,99326,Jamel,Richardson,14,4,1,6.03,215,1982-01-22,"Syracuse, NY","Victor Valley College",5,11,3,
573,,10,,Nuvraj,Bassi,77,15,0,6.05,295,1983-03-20,"Vancouver, BC",Oregon,1,1,3,
575,117752,,100256,Kerry,Watkins,81,4,1,5.11,186,1979-05-16,"LaPlace, LA","Georgia Tech",8,8,,
577,,10,100337,Maurice,Tucker,46,11,0,,0,,,"South Florida",0,0,4,"2008-04-18 11:42:18"
579,,10,100414,Hugh,Smith,4,4,0,,0,,,"South Florida",0,0,4,"2008-04-18 11:42:18"
581,83796,10,101359,John,Feugill,62,8,1,6.07,288,1975-12-20,"Lawrence, MD",Maryland,1,4,4,"2008-04-18 11:42:18"
583,75657,10,101491,Dave,Costa,69,8,1,6.06,295,1978-09-08,"Ellwood City, PA",Wisconsin,1,3,4,"2008-04-18 11:42:18"
585,,10,101523,Joey,Boese,23,11,1,5.11,181,1980-02-08,"Chicago, Illinois",Wisconsin,4,4,4,"2008-04-18 11:42:18"
587,,10,101593,Tango,McCauley,65,7,1,6.04,305,1978-10-27,"Oklahoma City, OK","Alabama State",1,4,4,"2008-04-18 11:42:18"
589,154461,10,101611,Jermaine,Chatman,2,11,1,5.11,185,1980-02-15,"Compton,CA",Arizona,1,2,4,"2008-04-18 11:42:18"
591,75663,10,101811,Matt,Dominguez,88,4,1,6.03,222,1978-06-27,"Georgetown, TX","Sam Houston State",7,7,3,"2008-04-18 11:42:18"
593,,10,101951,Dennis,Mavrin,38,11,0,,0,,,York,0,0,4,"2008-04-18 11:42:18"
595,250834,10,102204,Damon,Duval,38,37,1,6.00,197,1980-04-03,"Morgan City, LA",Auburn,1,7,3,
597,,10,102603,Jerel,Myers,1,4,1,5.11,175,1981-07-18,"Houston, TX","Louisiana State",2,2,4,"2008-04-18 11:42:18"
599,233659,10,146048,Andre,Coleman,90,15,1,6'3,300,1984-07-26,"Inglewood, CA",Albany,1,2,3,
601,286553,11,102666,Julian,Radlein,33,3,0,6.02,245,1981-02-06,"Kingston, Jamaica",UBC,5,5,4,"2008-04-18 11:42:18"
603,155943,,102669,Paris,Jackson,19,4,0,6.03,215,1980-07-24,"Vancouver, BC",Utah,2,13,3,
605,128844,11,102670,Marc,Calixte,37,13,0,6.00,205,1978-09-26,"Montreal, QC",Tennessee-Martin,10,10,3,
607,121221,10,102671,Randy,Spencer,96,15,0,6.03,298,1979-03-03,"Ottawa, ON","Weber State",2,5,4,"2008-04-18 11:42:18"
609,286528,10,102673,Kojo,Aidoo,36,3,0,6.00,240,1978-11-07,"Ashtown Kusami, Ghana",McMaster,2,6,4,"2008-04-18 11:42:18"
611,128230,10,102674,Taylor,Robertson,65,27,0,6.06,317,1980-09-08,"Brantford, ON","Central Florida",5,9,3,
613,286721,10,102677,Richard,Karikari,8,11,0,5.10,204,1979-07-23,"Accra, Ghana","St. Francis Xavier",1,6,3,"2008-04-18 11:42:18"
615,,10,0,Gabriel,Ephard,24,2,0,5.10,205,1988-07-22,"North Vancouver, BC","Simon Fraser",1,1,3,
617,129988,11,102682,Patrick,Kabongo,68,7,0,6.06,360,1979-06-27,"Kinshasa, Zaire",Nebraska,3,11,4,
619,286993,,102686,Mike,McCullough,45,13,0,6.02,222,1980-03-17,"Kingston, ON","St. Francis Xavier",12,12,15,
621,132651,10,102687,Carl,Gourgues,56,7,0,6.00,302,1980-07-08,"Ste Foy, QC",Laval,1,3,4,"2008-04-18 11:42:18"
623,286513,,102691,Ray,Mariuz,44,13,0,6.03,228,1980-12-25,"Mississauga, ON",McMaster,7,10,,
625,286323,,102693,Agustin,Barrenechea,39,3,0,6.02,235,1979-05-20,"Mardel Plata, Argentina",Calgary,8,9,,
627,,10,102695,Sebastien,Roy,31,13,0,,0,,,"Mount Allison",0,0,4,"2008-04-18 11:42:18"
629,286503,10,102698,Paul,Archer,69,6,0,6.03,270,1979-03-16,"Montreal, QC","Saint Marys",1,3,4,"2008-04-18 11:42:18"
631,127405,11,102699,Marc,Parenteau,57,9,0,6.05,302,1980-12-04,"Sherbrooke, QC","Boston College",3,9,15,
633,,10,102700,Blake,Machan,87,5,0,,0,,,Calgary,0,0,4,"2008-04-18 11:42:18"
635,286473,10,102707,Mathieu,Bertrand,30,3,0,6.03,245,1977-12-28,"Chambly, QC",Laval,9,9,3,
637,286516,10,102711,Michael,Palmer,77,5,0,5.10,194,1980-10-31,"Burlington, ON",Guelph,3,7,3,"2008-04-18 11:42:18"
639,286726,7,102713,Dave,Stala,88,4,0,6.02,198,1979-10-25,"Myslenice, Poland","Saint Mary's",1,13,3,
641,286505,10,102714,Michael,Botterill,45,13,0,6.03,225,1980-11-09,"Belleville, ON",McMaster,1,7,3,
643,143096,10,102796,Hakeem,Kashama,95,14,0,6.04,267,1978-02-22,Zaire,Connecticut,1,3,4,"2008-04-18 11:42:18"
645,,10,102799,Jean-Francois,Joncas,58,1,0,,0,,,Laval,0,0,4,"2008-04-18 11:42:18"
647,158216,10,103093,Rashad,Jeanty,55,21,1,6.03,248,1983-04-17,"Miami, Florida","Central Florida",4,4,6,"2008-04-18 11:42:18"
649,,10,103234,Boyd,Barrett,32,10,0,5.09,178,1977-02-04,"Manchester, Jamiaca",Manitoba,4,4,4,"2008-04-18 11:42:18"
651,,10,104190,John,Turntine,49,15,0,,0,,,"Texas Christian",0,0,4,"2008-04-18 11:42:18"
653,,10,104388,John,Barnes,23,11,0,,0,,,"Arkansas Pine Bluff",0,0,4,"2008-04-18 11:42:18"
655,,10,104962,Tim,Carter,23,10,0,,0,,,Tulane,0,0,4,"2008-04-18 11:42:18"
657,,10,105103,Ben,Kelly,31,11,1,5.09,185,1978-09-15,"Cleveland, OH",Colorado,1,1,4,"2008-04-18 11:42:18"
659,,10,,Carl,Sims,89,4,1,6.01,190,1985-08-14,"Milwaukee, WI","Western Illinois",1,1,3,
661,25259,10,106425,Trevor,Gaylor,85,4,1,6.03,195,1977-11-03,"St. Louis, MO","Miami (Ohio)",3,3,4,"2008-04-18 11:42:18"
663,,10,106597,Paul,Peterson,13,1,0,,0,,,"Boston College",0,0,4,"2008-04-18 11:42:18"
665,285127,10,154536,Gerald,Cadogan,69,8,1,6.03,280,1986-01-16,"Oakland, CA","Penn State",1,2,4,
667,163114,,106880,Korey,Banks,24,11,1,5.11,199,1979-08-15,"Boynton Beach, FL","Mississippi State",1,11,7,
669,224722,10,107126,Marcus,Winn,2,11,1,6.01,210,1981-12-26,"Jackson, MS","Alabama State",3,5,3,"2008-04-18 11:42:18"
671,,10,107128,Dante,Booker,92,14,1,6.03,285,1977-09-10,"Akron, Ohio",Auburn,2,2,4,"2008-04-18 11:42:18"
673,,10,107492,Willie,Miles,41,11,0,,0,,,Tennessee,0,0,4,"2008-04-18 11:42:18"
675,,10,107520,Jemonte,Battle,28,10,0,,0,,,Catawba,0,0,4,"2008-04-18 11:42:18"
677,,10,107794,Tim,Gilligan,87,4,0,,0,,,"Boise State",0,0,4,"2008-04-18 11:42:18"
679,238801,10,107835,Joffrey,Reynolds,21,2,1,5.10,221,1979-11-26,"Tyler, TX",Houston,8,8,6,
681,159986,10,107846,Anthony,Collier,97,14,1,6.04,260,1979-11-11,"Dallas, TX",Baylor,2,4,4,"2008-04-18 11:42:18"
683,,10,107920,Sean,Bennett,41,2,1,6.02,225,1975-11-09,"Evansville, Indiana",Northwestern,1,3,4,"2008-04-18 11:42:18"
685,,10,107928,Gilles,Colon,83,4,0,6.00,200,1981-07-07,,Bishops,2,4,4,"2008-04-18 11:42:18"
687,121488,10,108018,Tom,Canada,44,14,1,6.02,259,1980-01-08,"Iowa City, IA","California Berkeley",5,5,3,"2008-04-18 11:42:18"
689,,10,108300,Cedric,Dickerson,24,11,1,6.01,210,1980-10-31,"Selma, Alabama","Valdosta State",3,3,4,"2008-04-18 11:42:19"
691,183636,9,108484,Kyries,Hebert,34,13,1,6.03,222,1980-10-09,"Eunice, LA",Louisiana-Lafayette,2,7,9,
693,,10,108530,Derek,Kennard,92,1,0,,0,,,Nevada,0,0,4,"2008-04-18 11:42:19"
695,105413,10,109076,Dante,Marsh,31,10,1,5.10,190,1979-02-26,"Oakland, CA","Fresno State",11,11,4,
697,,10,109422,"R. Jay",Soward,18,4,1,6.01,196,1980-03-13,"Rialto, CA",USC,3,3,4,"2008-04-18 11:42:19"
699,,10,109841,Almondo,Curry,26,10,1,5.08,177,1980-08-18,"Hampton, VA",Virginia,1,2,4,"2008-04-18 11:42:19"
701,,10,110162,Gerald,Dixon,29,13,1,5.11,190,1980-10-07,Jamaica,Alabama,2,2,4,"2008-04-18 11:42:19"
703,,10,110258,Cedric,Scott,96,8,1,6.05,275,1977-10-19,"Gulfport, MS","Southern Mississippi",2,2,4,"2008-04-18 11:42:19"
705,,10,110644,Kris,Aiken,38,13,0,5.09,185,1978-08-24,"Montreal, QC","Western Ontario",3,3,4,"2008-04-18 11:42:19"
707,,10,110669,Jean-Francois,Roy,67,7,0,6.03,300,1977-12-06,"Quebec City, QC",Bishops,2,2,4,"2008-04-18 11:42:19"
709,,10,110675,Damony,Simmonds,27,11,0,,0,,,Calgary,0,0,4,"2008-04-18 11:42:19"
711,,11,110747,Jason,Johnson,16,1,1,6.02,210,1979-12-07,"Tacoma, WA",Arizona,3,3,4,"2008-04-18 11:42:19"
713,,10,110908,Eddie,Linscomb,27,2,1,5.09,190,1979-02-26,"Los Angeles, California","Southwest Missouri State",3,3,4,"2008-04-18 11:42:19"
715,,10,111053,Justin,Coleman,29,10,0,,0,,,Mississippi,0,0,4,"2008-04-18 11:42:19"
717,140458,10,111158,Jonta,Woodard,69,9,1,6.04,310,1978-05-22,"Stockton, CA",Louisville,5,5,4,"2008-04-18 11:42:19"
719,,12,,Craig,Gerbrandt,45,21,0,6.02,260,1986-01-30,"Sherwood Park, AB",Alberta,1,1,3,
721,234206,10,97505,Avon,Cobourne,22,2,1,5.08,205,1979-03-06,"Camden, NJ","West Virginia",2,7,,
723,166556,10,111214,Obby,Khan,60,9,0,6.03,300,1980-10-08,"Ottawa, ON","Simon Fraser",1,9,3,
725,,10,111216,Mark,Moroz,65,7,0,6.04,290,1981-06-06,"Welland, ON","Wake Forest",2,3,4,"2008-04-18 11:42:19"
727,140061,10,111222,Gilles,Lezi,20,3,0,6.00,245,1980-02-13,Zaire,Northwestern,1,4,4,"2008-04-18 11:42:19"
729,286628,10,111223,Tyler,Lynem,58,9,0,6.06,295,1981-01-29,"Calgary, AB",Calgary,3,3,4,"2008-04-18 11:42:19"
731,,10,111225,Christian,Leibl-C?t,64,8,0,6.03,275,1980-06-09,"Québec, QC","New Hampshire",1,1,4,"2008-04-18 11:42:19"
733,157730,10,99875,Gavin,Walls,89,14,1,6.02,235,1980-01-29,"Hampton, VA",Arkansas,2,7,3,
735,140836,10,111227,Marwan,Hage,,9,0,6.02,291,1981-09-14,"Beirut, Lebanon",Colorado,10,10,4,
737,286630,10,111229,Pascal,Masson,5,12,0,5.11,185,1979-08-14,"Repentigy, QC",Laval,2,5,4,"2008-04-18 11:42:19"
739,286482,10,111230,Rhett,McLane,50,7,0,6.04,295,1978-03-29,"Liberty, SK",Saskatchewan,4,4,4,"2008-04-18 11:42:19"
741,286997,,111243,Walter,Spencer,46,13,0,5.10,217,1978-11-11,"Detroit, MI",Indianapolis,6,9,,
743,,10,111244,Jonathan,Ryan,14,17,0,6.00,192,1981-11-26,"Regina, Saskatchewan",Regina,2,2,4,"2008-04-18 11:42:19"
745,,30,0,O,W,88,4,0,6.02,189,1978-01-17,"Scarborough, ON",Connecticut,1,5,4,
747,163285,10,111247,Andrew,Nowacki,88,4,0,6.00,197,1980-10-10,"Stony Creek, ON","Murray State",9,9,3,
749,,10,111248,Conor,Healey,16,11,0,,0,,,"Wilfrid Laurier",0,0,4,"2008-04-18 11:42:19"
751,155614,,156424,Dallas,Baker,86,4,1,6.03,210,1982-11-10,"New Smyrna Beach, FL",Florida,3,3,4,
753,,10,,Robbie,Vaughn,41,11,1,6'0,203,1988-01-12,"Boston, MA",Connecticut,1,1,3,
755,298983,,111261,Chad,Rempel,46,20,0,6.03,225,1981-05-23,"Sherwood Park, AB",Saskatchewan,1,10,,"2009-06-07 10:55:18"
757,,10,111263,Christian,Simmerling,28,11,0,,0,,,"Saint Marys",0,0,4,"2008-04-18 11:42:19"
759,286755,,111264,Matt,Kirk,93,15,0,6.04,265,1981-06-30,"Kingston, ON",Queen's,3,7,,
761,,10,111266,Troy,Cunningham,76,15,0,6.03,260,1981-10-29,"Mallorytown, ON",Concordia,1,3,4,"2008-04-18 11:42:19"
763,,10,111268,Marc,Mitchell,39,13,0,6.03,224,1981-08-19,"Toronto, ON",Queens,3,3,4,"2008-04-18 11:42:19"
765,,10,111269,Ryan,Folk,43,13,0,5.10,210,1978-11-29,"Medicene Hat, AB",Calgary,4,4,4,"2008-04-18 11:42:19"
767,286797,,111331,Neal,Hughes,32,3,0,5.10,208,1980-07-02,"Regina, SK",Regina,11,11,15,
769,,10,111420,Steven,Marsh,13,13,1,6.01,195,1979-10-03,"Wingate, NC",Tennessee,2,2,4,"2008-04-18 11:42:19"
771,296504,,157479,Joey,Elliott,0,1,1,6.03,209,1986-08-02,"Franklin, IN",Purdue,1,5,,
773,286627,9,111798,Nik,Lewis,8,5,1,5.10,240,1982-06-03,"Jacksboro, TX","Southern Arkansas",1,12,3,
775,,10,112089,Ezra,Landry,16,4,1,5.04,160,1982-04-04,"New Orleans, LA",Southern,3,3,4,"2008-04-18 11:42:19"
777,,10,112454,Danny,Wimprine,15,1,1,6.02,225,1981-08-06,"New Orleans, LA",Memphis,1,1,4,"2008-04-18 11:42:19"
779,,10,112472,Dennis,Gile,17,1,0,,0,,,"Central Missouri State",0,0,4,"2008-04-18 11:42:19"
781,,10,112483,James,Terry,86,4,0,,0,,,"Kansas State",0,0,4,"2008-04-18 11:42:19"
783,,10,112540,Sean,Weston,32,11,1,5.10,205,1981-05-26,"Inglewood, California","Texas A&M",1,2,4,"2008-04-18 11:42:19"
785,,10,112986,Robert,Quiroga,84,4,0,,0,,,Baylor,0,0,4,"2008-04-18 11:42:19"
787,522335,11,152944,Kyle,Jones,,13,0,6.02,209,1986-06-20,"Mississauga, ON",Bishop's,1,6,,
789,,10,113207,John,Nix,66,15,1,6.02,262,1976-11-24,"Lucedale, MS","Southern Mississippi",2,2,4,"2008-04-18 11:42:19"
791,184705,10,135758,Eddie,Johnson,11,37,1,6.04,241,1981-03-02,"Costa Mesa, CA","Idaho State",2,3,,
793,123966,10,113310,Chris,Martin,29,11,1,5.11,190,1976-09-18,"Brooklyn, NY","Washington State",1,4,4,"2008-04-18 11:42:19"
795,119407,10,113354,Airabin,Justin,27,11,1,5.11,185,1980-03-25,"Inglewood, CA","Northern Arizona",2,6,3,"2008-04-18 11:42:19"
797,344233,10,152860,Leroy,Vann,23,11,1,5.08,177,1986-11-18,"Tampa Bay, FL","Florida A&M",2,2,3,
799,,10,113437,Steve,Suter,34,4,1,5.09,190,1982-06-26,"Manchester, MD",Maryland,2,2,4,"2008-04-18 11:42:19"
801,,10,113440,Andre,Rison,3,4,0,5.11,195,1967-03-18,,"Michigan State",0,0,4,"2008-04-18 11:42:19"
803,251291,10,113798,Ron,McClendon,5,2,1,5.08,198,1981-04-02,"Ponchatoula, LA",Mississippi,6,6,3,"2008-04-18 11:42:19"
805,547958,6,158176,Ryan,Bomben,64,9,0,6.04,305,1987-05-16,"Burlington, ON",Guelph,4,4,3,
807,250774,10,114513,Charles,Alston,95,14,1,6.06,276,1978-06-08,"Washington, DC","Bowie State",3,3,4,"2008-04-18 11:42:19"
809,,10,114780,Ja'Waren,Blair,99,1,0,,0,,,"East Carolina",0,0,4,"2008-04-18 11:42:19"
811,,10,115449,Hakim,Hill,0,2,1,5.11,212,1982-10-14,,"Arizona State",1,2,4,"2008-04-18 11:42:19"
813,159693,10,115496,Tony,Tompkins,25,4,1,5.09,170,1982-11-21,"Port Arthur, TX","Stephen F. Austin",1,3,4,"2008-04-18 11:42:19"
815,,10,115642,Marvin,Godbolt,27,13,1,5.11,205,1982-06-05,,"Texas Christian",0,0,4,"2008-04-18 11:42:19"
817,,10,115740,Ben,Dougherty,15,1,0,,0,,,"Florida A&M",0,0,4,"2008-04-18 11:42:19"
